,is_binding_SARS-CoV2_WT,is_neutral_SARS-CoV2_WT,is_nanobody,name
15331,0,0,0,COV2-2563
15332,0,0,0,368.02a.C.0487
15333,0,0,0,368.04.B.0167
15334,0,0,0,368.22.A.0105
15335,0,0,0,C625
15336,0,0,0,Zhou_28B5
15337,0,0,0,AZ301
15338,0,0,0,ADI-62888
15339,0,0,0,Mullen_22D9
15340,0,0,0,ADI-60548
15341,0,0,0,368.02a.C.0401
15342,0,0,0,TRES224
15343,0,0,0,368.13.C.0039
15344,0,0,0,Ehling_mAb-116
15345,0,0,0,C1215
15346,0,0,0,368.02a.C.0530
15347,0,0,0,ADI-63069
15348,0,0,0,C2604
15349,0,0,1,Casasnovas-1.28
15350,0,0,1,Sb#38
15351,0,0,0,BG10-16
15352,0,0,0,CC12.8
15353,0,0,0,368.01a.A.0036
15354,0,0,0,2M-14E4
15355,0,0,0,ADI-63034
15356,0,0,1,Wu_Nb13
15357,0,0,0,ADI-62827
15358,0,0,0,C820
15359,0,0,0,WCSL-28
15360,0,0,0,ADI-69918
15361,0,0,0,mAb-3F1
15362,0,0,0,COV2-2195
15363,0,0,0,DH1090
15364,0,0,0,HbnC2t1p2_D9
15365,0,0,0,Zhou_472G6
15366,0,0,1,Nb10
15367,0,0,0,WCSL-3
15368,0,0,1,WNb-17
15369,0,0,0,368.02a.C.0373
15370,0,0,0,CC40.4
15371,0,0,0,P008_064
15372,0,0,0,CQTS091
15373,0,0,0,C2579
15374,0,0,0,ADI-62207
15375,0,0,0,034-1B2
15376,0,0,0,Plutavimab
15377,0,0,0,Hale_244
15378,0,0,0,VA014_26
15379,0,0,0,C1313
15380,0,0,0,C626
15381,0,0,0,Wang-C360
15382,0,0,1,Nb32
15383,0,0,1,S1-30
15384,0,0,0,Wang-C199
15385,0,0,0,368.22.A.0127
15386,0,0,0,Ehling_mAb-22
15387,0,0,1,H11-H6
15388,0,0,0,PDI-292
15389,0,0,0,ADI-69960
15390,0,0,0,BD55-6467
15391,0,0,0,H026049+K023851
15392,0,0,0,ADI-60737
15393,0,0,0,ADI-63011
15394,0,0,1,Nb46
15395,0,0,1,Nb60
15396,0,0,0,368.22.A.0085
15397,0,0,0,368.20.B.0037
15398,0,0,0,Zhou_47G5
15399,0,0,0,S24-202
15400,0,0,0,S2-X333
15401,0,0,0,C876
15402,0,0,0,368.02a.C.0412
15403,0,0,0,0317-A7
15404,0,0,0,ADI-70110
15405,0,0,0,368.07.C.0203
15406,0,0,0,Wang-C434
15407,0,0,0,368.02a.C.0202
15408,0,0,0,ADI-60790
15409,0,0,0,368.01a.A.0011
15410,0,0,0,ADI-63138
15411,0,0,0,BD55-6654
15412,0,0,0,AZ002
15413,0,0,0,C1336
15414,0,0,0,ADI-60728
15415,0,0,0,C670
15416,0,0,1,Wu_Nb5
15417,0,0,0,P008_042
15418,0,0,0,368.13.C.0056
15419,0,0,0,ADI-60676
15420,0,0,0,P008_032
15421,0,0,0,H711920+L711295
15422,0,0,0,15A7
15423,0,0,0,368.10.D.0121
15424,0,0,0,368.01a.A.0084
15425,0,0,0,Wang-C363
15426,0,0,1,NM1224
15427,0,0,0,C127
15428,0,0,0,Zhou_282D4
15429,0,0,1,WNb-4
15430,0,0,0,ADI-62957
15431,0,0,0,BG1-28
15432,0,0,0,368.02a.C.0226
15433,0,0,0,368.01a.A.0062
15434,0,0,0,368.07.C.0086
15435,0,0,0,CV5
15436,0,0,0,BD55-6286
15437,0,0,0,368.10.D.0271
15438,0,0,0,VA014_02
15439,0,0,0,D59047-1195
15440,0,0,0,AZ344
15441,0,0,0,C2135
15442,0,0,0,AZ024
15443,0,0,0,R200-4A7
15444,0,0,0,ADI-62125
15445,0,0,0,BD55-6516
15446,0,0,1,RBD1
15447,0,0,0,BG7-13
15448,0,0,1,Sb#69
15449,0,0,0,C2615
15450,0,0,0,REGN10988
15451,0,0,0,ADI-62023
15452,0,0,0,Turner-22-2F03
15453,0,0,0,C3025
15454,0,0,0,PDI-281
15455,0,0,0,C2108
15456,0,0,0,ADI-57885
15457,0,0,1,RBD6
15458,0,0,0,BD55-6350
15459,0,0,0,C829
15460,0,0,0,H712140+L711541
15461,0,0,0,368.01a.A.0076
15462,0,0,0,C1018
15463,0,0,0,P008_091
15464,0,0,0,368.07.C.0006
15465,0,0,0,CN113683692A-Ab1
15466,0,0,1,NRL-N-C2
15467,0,0,1,Nb66
15468,0,0,0,ADI-57881
15469,0,0,0,BD55-6273
15470,0,0,0,ADI-60525
15471,0,0,0,BD55-6256
15472,0,0,0,ADI-62936
15473,0,0,0,BD55-6672
15474,0,0,0,BD55-6339
15475,0,0,0,Fab-52
15476,0,0,0,ADI-57822
15477,0,0,0,368.01a.A.0045
15478,0,0,0,9G11
15479,0,0,0,H712492+L711744
15480,0,0,0,ADI-63411
15481,0,0,0,C2558
15482,0,0,1,CN111825762A-G2
15483,0,0,0,ADI-63382
15484,0,0,0,pT1644
15485,0,0,0,368.04.B.0069
15486,0,0,0,C854
15487,0,0,0,CM31
15488,0,0,0,BD55-1502
15489,0,0,0,H712167+K711783
15490,0,0,0,Huang_2F12
15491,0,0,0,368.20.B.0079
15492,0,0,0,COV2-2253
15493,0,0,0,Zhou_28A5
15494,0,0,0,Turner-07-2A10
15495,0,0,0,D70678-14004-S2
15496,0,0,1,VHH_V
15497,0,0,0,C2331
15498,0,0,0,368.02a.C.0464
15499,0,0,0,ADI-63299
15500,0,0,0,10G4
15501,0,0,0,C3061
15502,0,0,0,C1358
15503,0,0,0,368.10.D.0087
15504,0,0,0,ADI-63275
15505,0,0,0,COVA1-02
15506,0,0,0,368.02a.C.0150
15507,0,0,1,S1-10
15508,0,0,0,368.20.B.0111
15509,0,0,0,H026080+L024040
15510,0,0,0,CV39
15511,0,0,0,368.02a.C.0578
15512,0,0,0,368.02a.C.0227
15513,0,0,1,Hanke_C7
15514,0,0,0,BD55-6474
15515,0,0,0,Shiakolas_53181-5
15516,0,0,0,Zhou_28E5
15517,0,0,0,Zheng_85F7
15518,0,0,0,PDI-129
15519,0,0,0,XGv-232
15520,0,0,0,368.02a.C.0116
15521,0,0,0,ADI-63219
15522,0,0,0,036-35
15523,0,0,0,C2049
15524,0,0,0,H712444+L711718
15525,0,0,0,C634
15526,0,0,0,C2042
15527,0,0,1,Sb#37
15528,0,0,0,ADI-61222
15529,0,0,0,C2220
15530,0,0,0,ADI-57966
15531,0,0,0,C078
15532,0,0,0,ADI-62962
15533,0,0,0,BG1-17
15534,0,0,0,Ab_56H11
15535,0,0,0,368.10.D.0046
15536,0,0,0,AZ367
15537,0,0,0,ADI-60723
15538,0,0,0,AZ034
15539,0,0,0,368.22.A.0050
15540,0,0,0,C2661
15541,0,0,0,ADI-62147
15542,0,0,0,368.10.D.0021
15543,0,0,0,AZ241
15544,0,0,0,C1178
15545,0,0,0,CnC2t1p1_E8
15546,0,0,0,368.22.A.0086
15547,0,0,0,Chan-SC29
15548,0,0,0,HbnC4t1p1_D5
15549,0,0,0,P008_103
15550,0,0,0,ADI-60755
15551,0,0,0,368.02a.C.0241
15552,0,0,0,368.02a.C.0104
15553,0,0,0,368.02a.C.0183
15554,0,0,0,COV2-2418
15555,0,0,0,368.02a.C.0290
15556,0,0,0,Chan-SC31
15557,0,0,0,COV2-2300
15558,0,0,0,BD55-1171
15559,0,0,0,Schardt_12H2
15560,0,0,0,368.10.D.0088
15561,0,0,0,C1038
15562,0,0,0,Ab_81E10
15563,0,0,0,368.07.C.0088
15564,0,0,0,ADI-57899
15565,0,0,0,CQTS105
15566,0,0,0,368.01a.A.0017
15567,0,0,0,Ehling_mAb-55
15568,0,0,0,C648
15569,0,0,0,nCoVmab1
15570,0,0,0,368.01a.A.0189
15571,0,0,0,Ehling_mAb-51
15572,0,0,0,ADI-62990
15573,0,0,0,C216
15574,0,0,0,ADI-62153
15575,0,0,0,368.07.C.0002
15576,0,0,0,C2430
15577,0,0,0,COV2-2549
15578,0,0,0,H712436+K711936
15579,0,0,0,ADI-57963
15580,0,0,1,aRBD-54
15581,0,0,0,AZ358
15582,0,0,0,Ehling_mAb-21
15583,0,0,0,ADI-63053
15584,0,0,0,C3132
15585,0,0,0,368.02a.C.0170
15586,0,0,0,368.02a.C.0378
15587,0,0,1,4A12
15588,0,0,0,P054_002
15589,0,0,1,Sb47
15590,0,0,0,C2323
15591,0,0,0,COV2-2378
15592,0,0,0,GM9-2-50
15593,0,0,0,P054_022
15594,0,0,0,Goike-3B9
15595,0,0,1,Nb4
15596,0,0,0,C983
15597,0,0,0,BD55-6405
15598,0,0,0,002-S11E4
15599,0,0,0,Reddem_4-33
15600,0,0,0,C1173
15601,0,0,0,ADI-63208
15602,0,0,1,CN113563463A-2FC
15603,0,0,0,MnC4t2p1_E6
15604,0,0,0,C936
15605,0,0,1,Nb37
15606,0,0,0,R2-6
15607,0,0,0,0304-3H3
15608,0,0,0,368.01a.A.0211
15609,0,0,1,Sb22
15610,0,0,0,COVA2-16
15611,0,0,0,C931
15612,0,0,0,ADI-63360
15613,0,0,0,368.04.B.0015
15614,0,0,0,H712482+L711738
15615,0,0,0,BLN6
15616,0,0,0,BD55-6480
15617,0,0,1,CN111647077A-VHH7
15618,0,0,0,Ab_56C12
15619,0,0,0,368.22.A.0038
15620,0,0,0,C1051
15621,0,0,0,P054_015
15622,0,0,0,ADI-62140
15623,0,0,1,CN111825762A-E7
15624,0,0,0,368.01a.A.0021
15625,0,0,0,Ehling_mAb-131
15626,0,0,0,368.22.A.0053
15627,0,0,0,ADI-63037
15628,0,0,0,C2123
15629,0,0,0,C2124
15630,0,0,0,mAb-3F2
15631,0,0,0,C3119
15632,0,0,0,368.04.B.0151
15633,0,0,0,AZ389
15634,0,0,0,C2458
15635,0,0,0,002-S12F6
15636,0,0,0,C2223
15637,0,0,1,NM1227
15638,0,0,0,368.02a.C.0190
15639,0,0,0,ADI-62024
15640,0,0,0,368.04.B.0029
15641,0,0,1,CN111825762A-G3
15642,0,0,0,ADI-62103
15643,0,0,0,368.02a.C.0015
15644,0,0,0,BD55-6343
15645,0,0,0,368.20.B.0141
15646,0,0,0,368.20.B.0127
15647,0,0,0,ADI-62945
15648,0,0,0,368.13.C.0036
15649,0,0,0,DH1107
15650,0,0,0,368.10.D.0244
15651,0,0,0,BLN4
15652,0,0,1,NRL-N-E2
15653,0,0,0,ADI-62102
15654,0,0,0,ADI-57929
15655,0,0,0,ADI-62982
15656,0,0,0,368.10.D.0286
15657,0,0,0,Mullen_15G11
15658,0,0,0,ADI-62855
15659,0,0,0,368.02a.C.0294
15660,0,0,1,Sb#32
15661,0,0,0,368.02a.C.0152
15662,0,0,0,R339-3G4
15663,0,0,0,C1171
15664,0,0,0,ADI-69874
15665,0,0,0,C2183
15666,0,0,0,BD55-1232
15667,0,0,0,ADI-57958
15668,0,0,0,368.20.B.0056
15669,0,0,0,ADI-62943
15670,0,0,0,368.10.D.0053
15671,0,0,0,C2178
15672,0,0,0,368.10.D.0105
15673,0,0,0,368.02a.C.0012
15674,0,0,0,BD55-6673
15675,0,0,0,PDI-47
15676,0,0,0,C914
15677,0,0,0,C006
15678,0,0,0,C623
15679,0,0,0,C913
15680,0,0,0,7B8
15681,0,0,0,368.22.A.0191
15682,0,0,0,368.20.B.0074
15683,0,0,0,C2007
15684,0,0,0,ADI-57891
15685,0,0,0,BD55-6629
15686,0,0,0,ab5
15687,0,0,0,ADI-63058
15688,0,0,0,368.07.C.0074
15689,0,0,0,ADI-57880
15690,0,0,0,C607
15691,0,0,0,368.22.A.0071
15692,0,0,0,ADI-60774
15693,0,0,0,H712169+L711563
15694,0,0,0,368.04.B.0196
15695,0,0,0,CV1-1
15696,0,0,0,ADI-62954
15697,0,0,0,AZ019
15698,0,0,0,ADI-56739
15699,0,0,0,ADI-69717
15700,0,0,0,368.10.D.0065
15701,0,0,0,ADI-62807
15702,0,0,0,ADI-63062
15703,0,0,0,368.07.C.0023
15704,0,0,0,368.10.D.0017
15705,0,0,0,C2176
15706,0,0,0,ADI-56678
15707,0,0,0,ADI-62935
15708,0,0,1,LR3
15709,0,0,0,BD55-1507
15710,0,0,0,VA014_35
15711,0,0,0,S2F6
15712,0,0,0,AZ093
15713,0,0,0,AZ031
15714,0,0,0,54042-11
15715,0,0,0,COV2-2428
15716,0,0,0,Goike-3-26
15717,0,0,0,C574
15718,0,0,0,002-S22A4
15719,0,0,0,C155
15720,0,0,0,ADI-62128
15721,0,0,0,COVA2-10
15722,0,0,0,Wang-C350
15723,0,0,0,C1330
15724,0,0,0,368.22.A.0221
15725,0,0,0,ADI-61221
15726,0,0,0,BD55-6278
15727,0,0,0,C848
15728,0,0,0,Turner-22-1E07
15729,0,0,0,368.07.C.0222
15730,0,0,0,C1401
15731,0,0,0,368.22.A.0067
15732,0,0,0,C518
15733,0,0,0,C827
15734,0,0,0,ADI-62941
15735,0,0,0,BD55-6565
15736,0,0,0,368.02a.C.0002
15737,0,0,0,368.02a.C.0033
15738,0,0,0,C651
15739,0,0,0,CV42
15740,0,0,0,368.22.A.0219
15741,0,0,0,368.04.B.0134
15742,0,0,1,DL28
15743,0,0,0,ADI-60677
15744,0,0,0,CQT203
15745,0,0,0,ADI-57939
15746,0,0,0,C3079O1S
15747,0,0,0,WCSL-73
15748,0,0,0,368.02a.C.0503
15749,0,0,0,ADI-63153
15750,0,0,0,C2240
15751,0,0,0,ADI-60763
15752,0,0,0,Fischer_hRBD5
15753,0,0,0,1B10
15754,0,0,0,Goike-4C7
15755,0,0,0,368.20.B.0134
15756,0,0,0,368.10.D.0092
15757,0,0,0,WCSL-79
15758,0,0,0,AZ084
15759,0,0,0,368.22.A.0012
15760,0,0,0,BD55-1345
15761,0,0,0,CC36.1
15762,0,0,0,P008_071
15763,0,0,0,368.04.B.0156
15764,0,0,0,Ehling_mAb-47
15765,0,0,0,H712142+L711543
15766,0,0,0,368.07.C.0124
15767,0,0,0,C2537
15768,0,0,0,PDI-171
15769,0,0,0,ADI-60785
15770,0,0,0,C2583
15771,0,0,0,Fischer_mRBD1
15772,0,0,0,AZ385
15773,0,0,0,ADI-62166
15774,0,0,0,COV2-2790
15775,0,0,0,C2234
15776,0,0,0,ADI-70080
15777,0,0,0,Ab_57A6
15778,0,0,0,BG1-16
15779,0,0,0,BD55-6399
15780,0,0,0,368.02a.C.0266
15781,0,0,0,R22
15782,0,0,0,BG4-20
15783,0,0,0,ADI-57875
15784,0,0,0,368.20.B.0107
15785,0,0,0,AZ296
15786,0,0,0,ADI-63381
15787,0,0,0,C560
15788,0,0,0,368.07.C.0217
15789,0,0,0,368.07.C.0111
15790,0,0,0,5D
15791,0,0,0,A34-2
15792,0,0,1,Sb#27
15793,0,0,0,STI-9167
15794,0,0,0,C1264
15795,0,0,0,P054_005
15796,0,0,1,Sb#17
15797,0,0,0,DH1136
15798,0,0,0,C840
15799,0,0,0,I14
15800,0,0,0,MnC4t2p1_D10
15801,0,0,0,14D2
15802,0,0,0,CM58
15803,0,0,0,BD55-5904
15804,0,0,0,Shiakolas_5885-2
15805,0,0,0,368.02a.C.0212
15806,0,0,0,ADI-60752
15807,0,0,0,COV2-2525
15808,0,0,0,ADI-63388
15809,0,0,0,GM9-2-57
15810,0,0,0,ADI-62056
15811,0,0,0,BD55-6022
15812,0,0,0,PDI-123
15813,0,0,0,C029
15814,0,0,0,C1024
15815,0,0,0,BD55-6366
15816,0,0,0,C832
15817,0,0,0,STE72-2G4
15818,0,0,0,002-S13E1
15819,0,0,0,ADI-69974
15820,0,0,1,Gai-Nb15-61
15821,0,0,0,P054_050
15822,0,0,0,ADI-62025
15823,0,0,0,SARS2-38
15824,0,0,0,368.01a.A.0014
15825,0,0,0,368.07.C.0040
15826,0,0,0,368.22.A.0214
15827,0,0,0,ADI-62177
15828,0,0,0,C630
15829,0,0,0,C970
15830,0,0,1,US10822379B1-#9
15831,0,0,0,BG4-6
15832,0,0,0,ADI-62837
15833,0,0,0,COV2-2618
15834,0,0,0,PDI-163
15835,0,0,0,C092
15836,0,0,0,Zhou_28F2
15837,0,0,0,C1391
15838,0,0,0,REGN11010
15839,0,0,0,C2545
15840,0,0,0,CnC2t1p1_E12
15841,0,0,0,COV2-3436
15842,0,0,1,Pavan_40
15843,0,0,0,BD55-6060
15844,0,0,0,368.02a.C.0264
15845,0,0,0,H026062+K023859
15846,0,0,0,C907
15847,0,0,0,ADI-63088
15848,0,0,0,54042-15
15849,0,0,0,CQTS130
15850,0,0,0,ADI-57945
15851,0,0,0,368.02a.C.0285
15852,0,0,0,C2477
15853,0,0,0,AZ398
15854,0,0,0,Ehling_mAb-98
15855,0,0,0,C2667
15856,0,0,0,P003_043
15857,0,0,0,PDI-213
15858,0,0,0,AZ414
15859,0,0,0,COV2-2248
15860,0,0,0,368.01a.A.0049
15861,0,0,0,ADI-57831
15862,0,0,0,ADI-62030
15863,0,0,0,368.22.A.0030
15864,0,0,0,368.13.C.0118
15865,0,0,0,034-43
15866,0,0,0,ADI-60571
15867,0,0,0,C2627
15868,0,0,0,368.07.C.0093
15869,0,0,0,368.04.B.0067
15870,0,0,0,368.13.C.0135
15871,0,0,0,Hale_213
15872,0,0,0,ADI-70133
15873,0,0,0,002-S21B10
15874,0,0,1,Nb43
15875,0,0,0,368.01a.A.0188
15876,0,0,0,ADI-63331
15877,0,0,0,ADI-57955
15878,0,0,0,WCSL-9
15879,0,0,0,ADI-63220
15880,0,0,0,368.02a.C.0450
15881,0,0,0,BD55-6027
15882,0,0,0,C587
15883,0,0,0,H712475+K711960
15884,0,0,0,BG4-9
15885,0,0,0,ADI-57934
15886,0,0,0,VA014_44
15887,0,0,0,C525
15888,0,0,0,C679
15889,0,0,0,Wang-C399
15890,0,0,0,368.02a.C.0023
15891,0,0,0,H712533+K712003
15892,0,0,0,368.02a.C.0076
15893,0,0,0,Fab2-43
15894,0,0,0,CC12.2
15895,0,0,1,Nb20
15896,0,0,0,BD55-6274
15897,0,0,0,C514
15898,0,0,0,368.07.C.0096
15899,0,0,0,R616-1G8
15900,0,0,0,368.22.A.0042
15901,0,0,0,BG1-7
15902,0,0,0,BD55-6534
15903,0,0,1,Huo_C5
15904,0,0,0,368.10.D.0253
15905,0,0,0,PDI-284
15906,0,0,0,ADI-63110
15907,0,0,0,368.20.B.0021
15908,0,0,0,ADI-63349
15909,0,0,0,BD55-6272
15910,0,0,0,368.07.C.0214
15911,0,0,0,368.07.C.0052
15912,0,0,0,C2012
15913,0,0,0,P008_100
15914,0,0,0,Ab_51A1
15915,0,0,0,S1D7
15916,0,0,0,Shiakolas_53182-9
15917,0,0,0,C1419
15918,0,0,0,S2B7
15919,0,0,0,Zheng_36H6
15920,0,0,0,C934
15921,0,0,0,ADI-69947
15922,0,0,0,ADI-69882
15923,0,0,0,AZ289
15924,0,0,0,C2456
15925,0,0,0,368.02a.C.0387
15926,0,0,0,368.22.A.0113
15927,0,0,0,AZ021
15928,0,0,0,368.04.B.0137
15929,0,0,0,CQTS067
15930,0,0,0,ADI-62081
15931,0,0,0,ADI-62948
15932,0,0,0,C506
15933,0,0,0,CQTS038
15934,0,0,0,C828
15935,0,0,0,G32C5
15936,0,0,0,368.04.B.0092
15937,0,0,0,COV2-2427
15938,0,0,0,ADI-60707
15939,0,0,0,BD55-6441
15940,0,0,0,WRAIR-2018
15941,0,0,1,WNb-58
15942,0,0,0,368.02a.C.0228
15943,0,0,0,C2111
15944,0,0,0,368.02a.C.0364
15945,0,0,0,C3075
15946,0,0,0,BD55-6573
15947,0,0,0,368.10.D.0134
15948,0,0,0,C878
15949,0,0,0,368.10.D.0222
15950,0,0,0,AZ004
15951,0,0,0,C823
15952,0,0,0,C539
15953,0,0,0,368.07.C.0127
15954,0,0,0,COVA3-05
15955,0,0,0,PDI-236
15956,0,0,0,BD55-6427
15957,0,0,0,ADI-69828
15958,0,0,0,368.02a.C.0479
15959,0,0,0,368.07.C.0011
15960,0,0,0,PDI-215
15961,0,0,0,C843
15962,0,0,0,ADI-63120
15963,0,0,1,Sb#22
15964,0,0,1,S1-29
15965,0,0,0,Ab246
15966,0,0,0,368.13.C.0093
15967,0,0,1,Wu_Nb2
15968,0,0,0,C018
15969,0,0,0,BD55-6255
15970,0,0,0,368.07.C.0136
15971,0,0,0,AZ208
15972,0,0,0,C12C9
15973,0,0,0,Goike-8-131
15974,0,0,0,368.10.D.0089
15975,0,0,0,MD29
15976,0,0,0,BD55-6315
15977,0,0,0,368.10.D.0152
15978,0,0,0,DH1125
15979,0,0,0,C663
15980,0,0,0,CQT212
15981,0,0,0,C969
15982,0,0,0,Goike-P3B10
15983,0,0,0,WRAIR-2100
15984,0,0,0,C013
15985,0,0,0,Shiakolas_5885-11
15986,0,0,0,R410-3E11
15987,0,0,0,BD55-871
15988,0,0,0,P003_006
15989,0,0,0,BD55-6295
15990,0,0,0,ADI-62220
15991,0,0,0,BD55-6029
15992,0,0,0,ADI-63282
15993,0,0,0,AZ028
15994,0,0,0,368.04.B.0085
15995,0,0,1,VH3-B01
15996,0,0,0,368.13.C.0058
15997,0,0,1,MR7
15998,0,0,0,368.13.C.0029
15999,0,0,0,CQTS148
16000,0,0,0,ADI-56719
16001,0,0,0,C869
16002,0,0,0,368.10.D.0001
16003,0,0,0,C1021
16004,0,0,1,Sb56
16005,0,0,0,ADI-62846
16006,0,0,0,BD55-5880
16007,0,0,0,C1022
16008,0,0,1,Pavan_37
16009,0,0,0,XGv-056
16010,0,0,1,Nb65
16011,0,0,0,C844
16012,0,0,0,Ab_51D4
16013,0,0,0,ADI-62946
16014,0,0,1,Nb104
16015,0,0,0,C502
16016,0,0,0,C511
16017,0,0,0,ADI-63168
16018,0,0,0,Ehling_mAb-93
16019,0,0,0,P003_045
16020,0,0,0,368.02a.C.0007
16021,0,0,0,Wang-C445
16022,0,0,0,TAU-2218
16023,0,0,1,Nb81
16024,0,0,0,COVA1-23
16025,0,0,0,Zhou_282F4
16026,0,0,1,Wu_Nb19
16027,0,0,0,368.02a.C.0301
16028,0,0,0,C1296
16029,0,0,0,ADI-63267
16030,0,0,0,368.02a.C.0379
16031,0,0,0,BD56-531
16032,0,0,0,ADI-57821
16033,0,0,0,368.20.B.0109
16034,0,0,0,R410-1B8
16035,0,0,0,ADI-63033
16036,0,0,0,Yan_H5
16037,0,0,1,WNb-49
16038,0,0,0,Alsoussi_1E10
16039,0,0,0,368.02a.C.0553
16040,0,0,0,368.13.C.0102
16041,0,0,0,BD55-6640
16042,0,0,0,ADI-62041
16043,0,0,0,368.07.C.0058
16044,0,0,1,Sb50
16045,0,0,0,PDI-64
16046,0,0,0,H712123+K711759
16047,0,0,0,COV2-2826
16048,0,0,0,BD55-5946
16049,0,0,0,ADI-69568
16050,0,0,0,BG1-12
16051,0,0,1,Xu_Nb15
16052,0,0,0,C1416
16053,0,0,0,Goike-6-3B
16054,0,0,0,BD55-6194
16055,0,0,0,ADI-63232
16056,0,0,0,ADI-63028
16057,0,0,0,BD55-6083
16058,0,0,0,368.10.D.0116
16059,0,0,0,BD56-543
16060,0,0,0,368.01a.A.0005
16061,0,0,0,368.10.D.0136
16062,0,0,0,368.22.A.0225
16063,0,0,0,F05
16064,0,0,0,Turner-22-3A06
16065,0,0,0,BD55-6079
16066,0,0,0,BD55-6323
16067,0,0,0,BD55-6485
16068,0,0,1,Nb5
16069,0,0,0,REGN10921
16070,0,0,0,Wang-C169
16071,0,0,0,BD55-6158
16072,0,0,0,SK1
16073,0,0,0,368.07.C.0054
16074,0,0,0,AZ246
16075,0,0,1,Nb9
16076,0,0,0,Goike-4C8
16077,0,0,0,ADI-62835
16078,0,0,0,Turner-22-1B04
16079,0,0,0,DH1089
16080,0,0,0,BG4-5
16081,0,0,0,P008_010
16082,0,0,0,368.02a.C.0308
16083,0,0,0,368.01a.A.0031
16084,0,0,0,C1243
16085,0,0,0,C1400
16086,0,0,0,368.07.C.0053
16087,0,0,1,Du_10D12
16088,0,0,0,368.01a.A.0048
16089,0,0,0,VA014_05
16090,0,0,0,368.13.C.0045
16091,0,0,0,368.10.D.0298
16092,0,0,0,S2G1
16093,0,0,0,ADI-62071
16094,0,0,1,Pavan_34
16095,0,0,0,C941
16096,0,0,0,ADI-62060
16097,0,0,0,AZ405
16098,0,0,0,ADI-60689
16099,0,0,0,3C1
16100,0,0,0,Mullen_3F2
16101,0,0,0,DH1142-1
16102,0,0,0,C1248
16103,0,0,0,DG8
16104,0,0,0,ADI-63391
16105,0,0,0,G32Q3
16106,0,0,0,ADI-62778
16107,0,0,0,BD55-6348
16108,0,0,1,S1-RBD-3
16109,0,0,1,WNb-30
16110,0,0,0,368.02a.C.0057
16111,0,0,0,C2515
16112,0,0,0,AZ202
16113,0,0,0,COV2-2050
16114,0,0,0,COV2-2812
16115,0,0,0,Zhou_282H4
16116,0,0,0,GM9-1-38
16117,0,0,0,C1314
16118,0,0,0,H712494+K711975
16119,0,0,0,ADI-62944
16120,0,0,0,BD55-6388
16121,0,0,0,BD55-6695
16122,0,0,0,H711853+L711214
16123,0,0,0,Shiakolas_53182-6
16124,0,0,0,C114
16125,0,0,1,WNb-45
16126,0,0,0,nCoV396
16127,0,0,0,Fischer_mRBD6
16128,0,0,0,368.10.D.0031
16129,0,0,0,PDI-96
16130,0,0,0,PDI-211
16131,0,0,0,C920
16132,0,0,0,368.13.C.0011
16133,0,0,0,ADI-63359
16134,0,0,0,H712120+L711521
16135,0,0,1,CN112062840A
16136,0,0,0,COV2-2789
16137,0,0,0,368.22.A.0001
16138,0,0,1,Pavan_76
16139,0,0,0,Ab_58D2
16140,0,0,1,Sb85
16141,0,0,0,C2648
16142,0,0,1,Sb#19
16143,0,0,0,C529
16144,0,0,1,WNb-23
16145,0,0,0,C707
16146,0,0,0,C2580
16147,0,0,1,H11-D4
16148,0,0,0,DH1139
16149,0,0,0,CV21
16150,0,0,0,368.02a.C.0096
16151,0,0,0,BD55-6199
16152,0,0,0,STE72-4C10
16153,0,0,0,368.02a.C.0430
16154,0,0,0,Fischer_hS1-3
16155,0,0,0,Gorivitug
16156,0,0,0,Hale_222
16157,0,0,0,Fischer_hRBD11
16158,0,0,0,P008_024
16159,0,0,0,ADI-56760
16160,0,0,0,C935
16161,0,0,0,H712185+L711578
16162,0,0,0,368.07.C.0195
16163,0,0,0,H712168+K711784
16164,0,0,0,ADI-57855
16165,0,0,0,XGv-404
16166,0,0,0,Fab4-20
16167,0,0,0,mAb-67
16168,0,0,0,WRAIR-2108
16169,0,0,0,ADI-63280
16170,0,0,0,368.10.D.0168
16171,0,0,0,Fab-160
16172,0,0,0,COV2-2207
16173,0,0,0,C1203
16174,0,0,0,BG1-6
16175,0,0,0,368.04.B.0005
16176,0,0,0,ADI-63386
16177,0,0,0,ADI-60732
16178,0,0,0,C2237
16179,0,0,0,DH1104-2
16180,0,0,0,368.02a.C.0047
16181,0,0,0,C2677
16182,0,0,0,ADI-57903
16183,0,0,0,COVA2-24
16184,0,0,0,368.22.A.0139
16185,0,0,0,ADI-62148
16186,0,0,0,C990
16187,0,0,0,368.20.B.0064
16188,0,0,0,CN112250763B_Ab1
16189,0,0,0,BD55-6130
16190,0,0,0,C860
16191,0,0,0,368.20.B.0120
16192,0,0,0,ADI-57944
16193,0,0,0,368.13.C.0025
16194,0,0,0,ADI-69843
16195,0,0,0,C2038
16196,0,0,0,368.01a.A.0156
16197,0,0,0,C2320
16198,0,0,0,C2429
16199,0,0,0,368.02a.C.0411
16200,0,0,1,SR13
16201,0,0,0,ADI-63288
16202,0,0,0,002-S13A6
16203,0,0,0,Ehling_mAb-49
16204,0,0,0,C3049
16205,0,0,0,368.02a.C.0420
16206,0,0,0,P008_038
16207,0,0,0,BD55-6351
16208,0,0,0,CQTS175
16209,0,0,0,C055
16210,0,0,0,C1014
